name,city,address,lat,lon,category,description
성산아트홀,경남 창원시,경상남도 창원시 의창구 중앙대로 181,35.229364,128.6831343,문화시설,
3·15 아트센터,경남 창원시,경상남도 창원시 마산회원구 삼호로 135,35.2258781,128.5772021,문화시설,
창원의 집,경남 창원시,경상남도 창원시 의창구 사림로16번길 59,35.2444473,128.6813665,문화시설,
한국궁중꽃박물관,경남 양산시,경상남도 양산시 매곡외산로 232,35.3668798,129.1760391,문화시설,
고창고인돌박물관,전북 고창군,전라북도 고창군 고창읍 고인돌공원길 74,35.4417204,126.6514473,문화시설,
남원시립김병종미술관,전북 남원시,전라북도 남원시 함파우길 65-14,35.3952332,127.3932112,문화시설,
군산근대역사박물관,전북 군산시,전라북도 군산시 해망로 240,35.9907575,126.7125781,문화시설,
채만식 문학관,전북 군산시,전라북도 군산시 강변로 449,36.0085755,126.7579253,문화시설,
부안청자박물관,전북 부안군,전라북도 부안군 보안면 청자로 1493,35.6116388,126.6518847,문화시설,
마동도서관,전북 익산시,전라북도 익산시 선화1로 99,35.9404093,126.9690213,문화시설,
무주곤충박물관,전북 무주군,전라북도 무주군 설천면 무설로 1324,36.0111137,127.758702,문화시설,
국립익산박물관,전북 익산시,전라북도 익산시 금마면 미륵사지로 362,36.0108304,127.0282197,문화시설,
전주역사박물관,전북 전주시,전라북도 전주시 완산구 쑥고개로 259,35.8009943,127.0933305,문화시설,
농업과학관,전북 전주시,전라북도 전주시 완산구 농생명로 300,35.8311617,127.0562522,문화시설,
영광노을전시관,전남 영광군,전라남도 영광군 백수읍 해안로 957,35.3348581,126.403065,문화시설,
순천만 자연생태관,전남 순천시,전라남도 순천시 순천만길 513-25,34.885971,127.5090298,문화시설,
여수시청소년수련관,전남 여수시,전라남도 여수시 학동서4길 58-26,34.7630441,127.658722,문화시설,
영광군립도서관,전남 영광군,전라남도 영광군 영광읍 중앙로 228-16,35.2792915,126.5155049,문화시설,
정남진천문과학관,전남 장흥군,전라남도 장흥군 장흥읍 평화우산길 180-608,34.6584351,126.9261356,문화시설,
태백산맥문학관,전남 보성군,전라남도 보성군 벌교읍 홍암로 89-19,34.8492033,127.3522185,문화시설,
여수시민회관,전남 여수시,전라남도 여수시 좌수영로 69,34.769183,127.6960284,문화시설,
